student_id,gender,category,age,hostel_status,commute_distance_km,family_income_slab,income_slab_idx,is_first_generation,has_scholarship,fee_payment_delay_days,att_core1,att_core2,att_lab,att_elective,attendance_month_1,attendance_month_2,attendance_month_3,attendance_percentage,attendance_3m_trend,consecutive_absences,attendance_risk_flag,prev_sem_cgpa,current_cgpa,cgpa_delta,backlog_count,internal_exam_score_pct,stem_core_fail_flag,lms_logins_per_week,assignment_submission_lag_days,resource_access_count,days_since_last_lms_activity,forum_participation_count,ground_truth_risk_prob,is_dropout
IND_2026_0106,Female,SC,19.8,Day Scholar,14.2,<2 LPA,0,1,1,1,52.8,58.0,56.0,50.3,61.2,67.9,51.6,59.7,-4.78,9,1,6.17,5.94,-0.23,4,56.8,0,7.2,-0.1,71,12,2,0.7279,1
IND_2026_0107,Male,ST,18.0,Hosteler,0.5,5-8 LPA,2,0,1,3,71.0,70.8,81.6,65.6,63.4,69.3,70.2,68.2,3.4,6,1,7.68,6.91,-0.77,0,67.6,0,11.4,2.0,29,9,2,0.1565,0
IND_2026_0108,Male,General,18.9,Day Scholar,3.4,5-8 LPA,2,0,0,3,68.8,63.8,61.9,66.4,62.5,64.3,53.9,59.7,-4.31,9,1,8.69,8.2,-0.49,1,73.1,0,6.6,-2.8,59,12,2,0.5329,1
IND_2026_0109,Male,SC,20.4,Hosteler,0.5,5-8 LPA,2,0,1,17,94.7,97.1,100.0,99.7,96.6,100.0,92.5,96.1,-2.07,0,0,8.62,9.06,0.44,0,86.8,0,7.8,2.3,25,5,4,0.0603,0
IND_2026_0110,Female,OBC,21.8,Hosteler,0.5,5-8 LPA,2,0,0,2,73.5,71.2,78.1,73.4,76.2,71.2,67.0,70.7,-4.61,6,1,5.34,5.31,-0.03,1,57.8,0,5.9,2.6,22,15,3,0.7501,1
IND_2026_0111,Male,OBC,23.8,Day Scholar,15.2,>8 LPA,3,0,0,6,72.4,65.7,81.1,64.6,69.6,76.1,66.4,70.6,-1.61,2,1,6.2,5.6,-0.6,0,63.0,0,3.9,-0.7,48,14,4,0.5825,1
IND_2026_0112,Male,OBC,19.3,Day Scholar,5.5,<2 LPA,0,0,1,4,73.8,77.1,82.3,70.3,69.1,76.9,78.4,75.5,4.66,1,0,7.62,7.02,-0.6,0,70.5,0,6.7,3.1,38,11,0,0.1247,0
IND_2026_0113,Male,EWS,22.0,Hosteler,0.5,<2 LPA,0,1,1,9,73.1,71.9,81.4,79.4,81.3,82.8,83.4,82.7,1.01,1,0,9.9,10.0,0.1,1,94.1,0,4.8,-3.7,63,3,2,0.1237,0
IND_2026_0114,Male,EWS,20.4,Hosteler,0.5,2-5 LPA,1,0,1,9,45.9,57.9,58.5,51.3,49.5,55.1,53.2,52.9,1.86,9,1,6.13,4.89,-1.24,1,50.1,1,3.5,0.9,30,19,1,0.819,1
IND_2026_0115,Male,General,19.9,Day Scholar,9.0,2-5 LPA,1,0,0,13,58.8,63.4,60.0,69.7,63.2,56.2,61.1,59.9,-1.05,6,1,6.51,6.03,-0.48,2,64.0,0,5.2,-2.9,31,11,0,0.7871,1
IND_2026_0116,Female,SC,20.7,Day Scholar,7.4,<2 LPA,0,1,1,1,70.5,80.7,91.0,64.9,74.6,84.5,88.4,83.6,6.94,2,0,7.79,7.86,0.07,0,64.6,0,9.2,2.7,32,6,4,0.0107,0
IND_2026_0117,Female,SC,20.2,Hosteler,0.5,<2 LPA,0,1,1,3,79.2,69.5,68.2,69.0,78.4,64.6,64.1,67.8,-7.14,2,1,8.07,7.83,-0.24,0,81.8,0,8.8,-4.5,23,13,2,0.1191,0
IND_2026_0118,Female,General,20.2,Hosteler,0.5,2-5 LPA,1,0,0,1,70.0,66.9,68.6,65.2,68.9,61.3,65.5,64.9,-1.69,4,1,8.15,8.01,-0.14,0,73.4,0,4.6,-4.0,74,8,4,0.3138,0
IND_2026_0119,Male,General,19.6,Day Scholar,7.7,<2 LPA,0,1,0,19,84.6,91.9,88.8,73.2,91.8,85.6,75.6,83.1,-8.12,2,0,6.02,6.94,0.92,0,63.3,0,11.0,-2.5,83,7,0,0.3215,0
IND_2026_0120,Female,General,18.3,Hosteler,0.5,<2 LPA,0,1,1,1,80.5,100.0,99.5,96.4,87.5,89.2,93.5,90.5,3.01,1,0,6.46,6.13,-0.33,0,56.5,0,7.1,1.9,26,11,2,0.1243,0
IND_2026_0121,Female,SC,18.1,Hosteler,0.5,>8 LPA,3,0,1,2,73.8,91.5,87.7,77.7,84.7,84.7,85.9,85.2,0.58,1,0,7.5,8.15,0.65,0,79.0,0,8.0,0.6,27,5,2,0.0745,0
IND_2026_0122,Female,OBC,20.9,Hosteler,0.5,2-5 LPA,1,0,0,20,70.7,67.6,80.8,66.2,83.8,71.3,58.8,69.4,-12.47,5,1,8.97,7.7,-1.27,0,67.6,0,3.4,-0.6,34,13,8,0.9254,1
IND_2026_0123,Male,EWS,19.7,Hosteler,0.5,>8 LPA,3,0,1,0,92.6,84.2,87.6,91.7,83.2,81.5,83.8,82.8,0.3,1,0,6.87,7.69,0.82,0,71.6,0,5.9,1.0,50,6,1,0.0478,0
IND_2026_0124,Male,OBC,19.3,Day Scholar,10.2,>8 LPA,3,0,0,1,86.2,94.1,96.9,95.4,100.0,86.8,86.2,89.8,-6.92,1,0,7.17,6.62,-0.55,0,65.5,0,9.1,-1.4,39,9,2,0.2154,0
IND_2026_0125,Male,EWS,20.1,Day Scholar,6.9,<2 LPA,0,0,0,2,62.3,52.1,56.2,59.2,51.0,60.7,61.1,58.5,5.06,4,1,5.76,6.44,0.68,1,62.3,0,5.9,0.7,43,12,4,0.3198,0
IND_2026_0126,Male,OBC,21.1,Day Scholar,10.7,5-8 LPA,2,0,0,0,68.6,64.5,82.2,72.1,75.6,71.1,68.6,71.2,-3.54,4,1,9.81,9.54,-0.27,0,92.5,0,7.7,2.1,44,5,3,0.179,0
IND_2026_0127,Male,SC,20.3,Day Scholar,10.7,5-8 LPA,2,0,1,4,77.9,77.2,78.4,74.4,67.4,79.4,78.5,76.0,5.53,2,0,7.42,8.03,0.61,0,74.7,0,7.5,-1.7,40,8,3,0.0144,0
IND_2026_0128,Male,General,19.2,Day Scholar,5.2,5-8 LPA,2,0,0,0,90.4,87.6,94.1,95.2,77.0,78.4,89.5,82.5,6.23,1,0,8.71,9.39,0.68,0,92.7,0,5.1,-3.5,140,5,1,0.0915,0
IND_2026_0129,Male,OBC,21.7,Hosteler,0.5,<2 LPA,0,1,1,9,91.3,84.5,100.0,96.9,96.7,92.6,96.6,95.2,-0.07,2,0,7.24,7.55,0.31,0,77.0,0,7.5,-0.6,36,8,1,0.1608,0
IND_2026_0130,Female,SC,22.2,Hosteler,0.5,<2 LPA,0,1,1,1,63.1,63.3,73.3,60.0,71.8,71.7,66.1,69.5,-2.85,4,1,7.32,7.02,-0.3,0,71.7,0,9.1,0.9,80,17,5,0.1373,0
IND_2026_0131,Male,ST,20.7,Day Scholar,13.3,<2 LPA,0,1,1,6,95.9,90.6,95.5,75.6,82.9,91.3,92.0,89.5,4.57,0,0,5.1,5.09,-0.01,0,50.5,0,8.5,-0.5,73,11,5,0.0849,0
IND_2026_0132,Female,SC,21.4,Hosteler,0.5,5-8 LPA,2,0,1,0,74.7,74.7,66.1,76.4,75.0,71.3,75.1,73.7,0.04,3,1,4.19,4.51,0.32,1,47.5,0,5.1,2.1,42,10,4,0.6299,1
IND_2026_0133,Female,General,21.7,Day Scholar,5.8,>8 LPA,3,0,1,4,85.4,86.7,82.1,76.5,78.2,76.7,80.6,78.6,1.22,2,0,8.95,8.85,-0.1,0,88.4,0,10.6,-2.0,19,6,2,0.0215,0
IND_2026_0134,Male,OBC,21.6,Day Scholar,9.9,5-8 LPA,2,0,0,3,74.9,71.3,87.4,67.0,89.6,75.1,72.4,77.6,-8.63,1,0,7.31,7.01,-0.3,0,80.0,0,4.1,-0.7,40,8,3,0.4843,0
IND_2026_0135,Female,General,20.9,Hosteler,0.5,5-8 LPA,2,0,1,0,66.8,71.3,66.0,59.3,55.3,55.7,57.4,56.3,1.05,8,1,7.49,7.26,-0.23,1,75.1,0,3.9,0.5,28,15,3,0.4397,0
IND_2026_0136,Male,General,20.9,Day Scholar,19.6,>8 LPA,3,0,0,0,65.1,55.0,62.6,59.6,69.0,57.9,62.6,62.6,-3.17,11,1,5.45,4.74,-0.71,5,44.6,0,8.7,0.8,32,12,1,0.9926,1
IND_2026_0137,Female,SC,20.8,Hosteler,0.5,5-8 LPA,2,0,0,3,53.4,39.6,53.6,52.5,42.4,50.2,51.2,48.7,4.4,19,1,5.94,5.13,-0.81,2,44.2,0,5.7,4.0,19,18,5,0.9733,1
IND_2026_0138,Male,SC,18.7,Hosteler,0.5,<2 LPA,0,0,1,4,83.3,82.2,76.4,83.6,71.9,85.1,83.1,81.0,5.56,1,0,8.69,8.89,0.2,0,83.1,0,7.1,-0.8,64,5,2,0.1494,0
IND_2026_0139,Female,SC,21.0,Day Scholar,3.8,>8 LPA,3,0,1,0,83.1,79.9,91.8,79.9,74.0,83.0,93.2,84.9,9.6,2,0,9.64,9.6,-0.04,0,89.5,0,8.0,-2.6,76,3,9,0.0137,0
IND_2026_0140,Male,ST,18.3,Hosteler,0.5,2-5 LPA,1,1,0,11,71.6,71.4,68.1,74.0,73.2,71.2,73.6,72.6,0.2,6,1,6.33,6.05,-0.28,0,60.0,0,4.4,0.7,62,12,3,0.3839,0
IND_2026_0141,Male,SC,19.1,Day Scholar,5.4,<2 LPA,0,1,0,32,66.6,68.8,77.8,63.8,69.0,68.4,71.2,69.7,1.09,5,1,8.14,8.7,0.56,0,79.1,0,7.6,1.0,35,10,3,0.8245,1
IND_2026_0142,Male,SC,21.8,Day Scholar,14.8,2-5 LPA,1,0,0,0,93.7,86.8,96.6,82.9,88.4,92.1,96.4,92.9,3.98,1,0,7.47,7.83,0.36,0,80.3,0,8.1,0.1,29,5,4,0.0717,0
IND_2026_0143,Female,General,21.2,Day Scholar,17.8,>8 LPA,3,0,0,1,77.2,73.8,80.5,72.7,69.0,76.0,77.8,75.0,4.41,1,0,7.03,6.87,-0.16,0,58.3,0,6.5,0.8,46,10,1,0.2115,0
IND_2026_0144,Male,General,22.0,Hosteler,0.5,2-5 LPA,1,0,0,0,77.4,88.8,92.5,92.3,84.3,84.1,91.3,87.0,3.52,2,0,9.79,10.0,0.21,0,86.8,0,6.1,-5.4,111,2,5,0.0297,0
IND_2026_0145,Male,OBC,19.7,Hosteler,0.5,2-5 LPA,1,0,0,2,62.3,70.7,75.5,68.4,71.2,69.0,69.6,69.8,-0.78,6,1,6.57,6.64,0.07,0,62.4,0,6.7,-6.1,38,13,6,0.1622,0
IND_2026_0146,Male,ST,18.6,Hosteler,0.5,<2 LPA,0,1,1,3,77.2,93.7,92.5,95.2,89.2,83.0,92.6,88.4,1.73,0,0,8.94,8.81,-0.13,0,79.5,0,6.9,1.0,58,6,6,0.0089,0
IND_2026_0147,Male,General,19.8,Hosteler,0.5,<2 LPA,0,1,0,2,84.9,80.2,80.6,91.6,90.1,83.3,76.6,82.3,-6.77,1,0,7.73,8.1,0.37,0,70.7,0,5.4,-0.4,39,6,4,0.1656,0
IND_2026_0148,Male,OBC,20.2,Day Scholar,13.3,<2 LPA,0,1,0,61,65.2,66.8,78.6,64.9,81.3,71.5,62.4,70.3,-9.44,2,1,7.18,7.18,0.0,0,65.0,0,8.9,-0.8,31,12,5,0.9564,1
IND_2026_0149,Male,SC,20.2,Hosteler,0.5,5-8 LPA,2,0,1,2,68.7,57.6,64.3,44.5,66.0,67.1,74.4,69.7,4.19,2,1,9.12,8.18,-0.94,0,73.9,0,11.2,0.5,55,11,2,0.0887,0
IND_2026_0150,Male,General,21.6,Hosteler,0.5,>8 LPA,3,1,0,2,78.9,77.1,74.7,83.4,84.3,83.2,84.6,84.0,0.11,2,0,7.61,8.64,1.03,0,82.1,0,11.6,2.6,44,4,7,0.1652,0
IND_2026_0151,Female,OBC,19.6,Day Scholar,12.9,<2 LPA,0,1,1,5,72.3,65.7,76.2,68.3,77.1,78.0,66.4,73.1,-5.36,2,1,7.07,7.68,0.61,0,69.9,0,8.0,2.1,48,9,5,0.4375,0
IND_2026_0152,Female,ST,20.6,Hosteler,0.5,2-5 LPA,1,0,1,0,69.9,59.9,70.4,59.2,63.5,60.7,70.9,65.5,3.71,2,1,9.13,8.53,-0.6,0,78.3,0,6.3,1.1,51,9,0,0.0984,0
IND_2026_0153,Male,SC,18.8,Hosteler,0.5,<2 LPA,0,1,1,0,91.3,93.2,95.4,84.2,83.4,92.9,97.0,92.1,6.81,1,0,8.95,8.87,-0.08,0,84.2,0,8.0,-3.9,57,3,3,0.0395,0
IND_2026_0154,Male,General,20.7,Hosteler,0.5,<2 LPA,0,1,0,49,67.2,73.7,84.9,78.6,86.9,84.4,83.1,84.5,-1.92,1,0,8.88,9.22,0.34,0,92.7,0,8.8,-3.5,61,6,5,0.5401,1
IND_2026_0155,Male,ST,20.1,Day Scholar,7.3,2-5 LPA,1,0,1,3,85.3,95.0,98.8,94.3,81.9,85.4,83.4,83.7,0.72,2,0,3.5,3.08,-0.42,1,36.6,0,4.3,-5.2,22,12,0,0.6337,1
IND_2026_0156,Female,General,19.1,Day Scholar,19.7,5-8 LPA,2,0,0,0,35.1,33.5,37.2,31.7,39.5,33.9,22.7,30.8,-8.43,20,1,7.82,7.33,-0.49,2,70.4,0,7.3,1.8,20,17,2,0.9653,1
IND_2026_0157,Male,ST,19.8,Hosteler,0.5,5-8 LPA,2,0,1,1,95.6,85.5,90.7,92.7,91.6,78.8,81.0,82.9,-5.31,0,0,7.5,7.49,-0.01,0,72.3,0,3.0,1.2,42,9,5,0.182,0
IND_2026_0158,Female,General,19.9,Day Scholar,13.2,2-5 LPA,1,0,0,2,83.5,67.7,78.2,74.8,67.3,79.2,72.2,73.4,2.48,6,1,7.15,7.84,0.69,0,73.6,0,6.2,1.6,41,12,2,0.025,0
IND_2026_0159,Female,OBC,19.7,Day Scholar,15.0,2-5 LPA,1,0,0,0,76.0,88.4,92.2,80.1,91.4,86.3,81.3,85.6,-5.06,1,0,8.05,7.94,-0.11,0,77.8,0,9.0,0.0,35,7,2,0.1023,0
IND_2026_0160,Female,OBC,22.4,Day Scholar,17.2,<2 LPA,0,1,0,19,38.6,40.7,47.0,35.9,33.8,37.2,48.5,40.9,7.36,15,1,7.56,6.66,-0.9,2,65.2,0,3.1,-0.1,35,17,3,0.9806,1
IND_2026_0161,Male,General,20.0,Hosteler,0.5,<2 LPA,0,1,1,4,55.8,61.4,71.0,67.1,69.4,62.8,66.0,65.7,-1.68,5,1,8.15,8.49,0.34,0,87.3,0,6.3,-2.3,61,7,2,0.1776,0
IND_2026_0162,Female,ST,19.8,Hosteler,0.5,>8 LPA,3,0,1,6,83.5,75.4,81.3,78.1,75.8,67.5,69.8,70.5,-3.0,3,1,6.82,6.56,-0.26,0,52.9,0,7.3,-2.4,63,9,4,0.3265,0
IND_2026_0163,Male,General,17.5,Day Scholar,19.0,5-8 LPA,2,1,0,0,77.0,61.7,67.6,75.9,65.8,69.7,76.1,71.3,5.12,3,1,9.3,9.33,0.03,0,87.5,0,10.4,-1.8,83,6,2,0.0415,0
IND_2026_0164,Male,General,18.9,Hosteler,0.5,>8 LPA,3,0,0,1,76.9,65.8,71.7,71.0,72.0,72.9,75.0,73.5,1.51,5,1,8.29,8.74,0.45,0,84.7,0,4.7,-3.5,24,5,6,0.0184,0
IND_2026_0165,Male,General,19.8,Day Scholar,7.5,>8 LPA,3,0,0,2,89.5,82.4,92.2,87.7,85.4,83.2,97.4,89.4,6.01,1,0,7.96,8.07,0.11,0,76.5,0,4.9,2.3,27,14,4,0.2572,0
IND_2026_0166,Male,SC,19.2,Day Scholar,7.6,5-8 LPA,2,0,1,4,76.4,70.0,71.3,70.2,74.6,71.2,55.7,65.8,-9.44,4,1,7.89,7.09,-0.8,0,62.7,0,4.3,-3.5,33,11,2,0.4353,0
IND_2026_0167,Female,SC,21.9,Hosteler,0.5,>8 LPA,3,0,0,1,81.0,73.8,80.1,69.1,74.5,78.9,69.2,73.9,-2.66,5,1,8.82,8.14,-0.68,0,70.8,0,3.9,-1.6,43,12,4,0.1932,0
IND_2026_0168,Female,EWS,19.9,Day Scholar,12.5,2-5 LPA,1,0,0,1,67.5,66.4,64.7,50.6,61.6,60.5,60.0,60.6,-0.78,5,1,8.63,8.53,-0.1,1,85.1,0,3.6,-5.1,35,7,6,0.6203,1
IND_2026_0169,Male,General,21.8,Day Scholar,27.3,<2 LPA,0,1,1,1,76.3,68.5,79.9,66.0,72.8,72.4,69.2,71.2,-1.78,2,1,7.04,7.12,0.08,0,63.9,0,4.5,-0.1,30,9,3,0.4217,0
IND_2026_0170,Female,OBC,20.2,Day Scholar,20.2,<2 LPA,0,0,1,0,78.9,84.1,80.0,77.3,80.4,82.7,87.5,84.0,3.54,1,0,8.59,9.29,0.7,0,79.5,0,10.4,-1.8,41,9,3,0.0126,0
IND_2026_0171,Male,General,20.1,Hosteler,0.5,<2 LPA,0,1,1,0,86.2,81.0,85.5,84.2,84.7,81.5,82.2,82.6,-1.21,0,0,7.44,7.51,0.07,0,75.6,0,6.5,-2.0,53,6,3,0.1537,0
IND_2026_0172,Male,OBC,20.0,Day Scholar,21.0,<2 LPA,0,0,1,2,82.1,72.0,75.9,84.0,85.1,72.9,83.5,80.2,-0.82,1,0,9.88,9.37,-0.51,0,91.3,0,7.9,-3.8,26,4,1,0.0122,0
IND_2026_0173,Male,EWS,20.1,Day Scholar,13.4,2-5 LPA,1,1,0,23,83.2,86.5,89.9,72.9,88.3,81.8,80.3,82.8,-3.98,0,0,8.74,7.88,-0.86,0,74.3,0,5.4,-1.3,124,8,5,0.3855,0
IND_2026_0174,Female,SC,22.3,Day Scholar,8.6,5-8 LPA,2,0,1,0,76.4,78.1,75.0,72.3,70.4,77.3,82.4,77.6,5.96,1,0,6.32,7.68,1.36,0,68.4,0,8.2,-2.3,42,8,7,0.0658,0
IND_2026_0175,Male,OBC,17.5,Day Scholar,31.1,5-8 LPA,2,1,0,1,88.3,78.0,86.9,77.0,78.6,82.5,79.9,80.5,0.62,2,0,9.95,10.0,0.05,0,94.4,0,11.9,-2.2,78,3,1,0.013,0
IND_2026_0176,Male,OBC,17.5,Day Scholar,12.9,2-5 LPA,1,1,0,14,73.4,63.6,61.5,66.9,70.9,63.4,64.5,65.7,-3.23,4,1,4.26,4.09,-0.17,0,44.9,0,3.0,4.6,24,17,1,0.8989,1
IND_2026_0177,Male,ST,19.4,Hosteler,0.5,<2 LPA,0,0,1,4,48.4,52.2,55.4,47.2,52.6,53.8,46.9,50.7,-2.87,11,1,8.09,7.61,-0.48,4,64.2,0,9.2,0.1,46,13,3,0.8056,1
IND_2026_0178,Female,OBC,20.1,Hosteler,0.5,5-8 LPA,2,1,0,3,68.1,68.9,77.3,64.7,69.1,63.6,68.8,67.1,-0.13,4,1,6.23,5.39,-0.84,0,43.4,0,6.2,1.0,36,22,4,0.7721,1
IND_2026_0179,Female,General,21.0,Hosteler,0.5,2-5 LPA,1,1,0,22,95.9,91.5,98.7,81.9,92.8,96.4,88.8,92.5,-1.99,2,0,9.84,9.92,0.08,0,91.1,0,8.7,-3.3,76,2,3,0.0948,0
IND_2026_0180,Female,OBC,20.7,Day Scholar,11.2,<2 LPA,0,0,1,2,56.2,46.1,50.7,54.7,56.4,53.3,54.5,54.5,-0.92,6,1,7.55,7.82,0.27,0,74.2,0,6.8,-2.2,33,13,1,0.0901,0
IND_2026_0181,Female,General,19.6,Day Scholar,5.9,2-5 LPA,1,1,1,1,93.4,97.0,97.9,93.4,97.3,100.0,100.0,99.3,1.36,2,0,6.09,6.99,0.9,1,63.9,0,8.4,-1.6,91,10,0,0.0068,0
IND_2026_0182,Female,General,21.4,Day Scholar,11.8,2-5 LPA,1,0,0,1,74.0,58.3,60.7,56.1,67.2,61.1,61.7,62.9,-2.75,8,1,6.83,6.18,-0.65,3,61.9,0,9.3,5.3,18,14,2,0.9491,1
IND_2026_0183,Male,General,21.4,Hosteler,0.5,2-5 LPA,1,1,0,21,76.8,68.7,71.5,70.5,72.4,75.6,78.5,76.0,3.06,0,0,6.2,5.67,-0.53,0,59.3,0,7.0,-1.1,56,11,0,0.3061,0
IND_2026_0184,Male,OBC,20.3,Day Scholar,38.8,5-8 LPA,2,0,0,3,67.3,62.8,68.6,70.0,55.1,75.4,71.1,68.6,8.02,4,1,6.77,6.38,-0.39,0,62.0,0,7.0,0.3,38,14,1,0.1732,0
IND_2026_0185,Female,OBC,21.4,Day Scholar,17.9,5-8 LPA,2,1,0,3,92.5,86.0,88.2,72.9,67.0,82.7,88.2,81.0,10.57,2,0,6.74,6.75,0.01,0,66.9,0,5.8,-2.8,25,8,1,0.0213,0
IND_2026_0186,Female,General,20.5,Hosteler,0.5,5-8 LPA,2,0,0,3,80.7,84.4,89.2,75.5,87.7,83.2,78.7,82.5,-4.45,1,0,6.15,7.26,1.11,0,70.3,0,8.7,-7.2,100,7,8,0.1888,0
IND_2026_0187,Male,OBC,19.4,Day Scholar,2.8,<2 LPA,0,0,1,3,70.0,67.6,76.9,77.3,64.5,66.6,66.2,65.9,0.86,6,1,7.58,7.27,-0.31,0,69.1,0,4.3,-2.4,87,9,3,0.3287,0
IND_2026_0188,Male,EWS,21.0,Day Scholar,15.9,5-8 LPA,2,0,0,0,79.0,83.4,90.4,85.0,85.0,92.6,81.0,86.1,-2.0,2,0,7.75,7.49,-0.26,0,64.7,0,7.5,3.9,17,9,1,0.2268,0
IND_2026_0189,Female,SC,20.2,Day Scholar,9.2,5-8 LPA,2,1,1,8,94.1,98.6,98.0,97.8,89.1,90.5,96.1,92.4,3.48,2,0,5.81,6.22,0.41,0,54.0,0,12.7,0.2,45,23,2,0.1096,0
IND_2026_0190,Male,OBC,20.1,Hosteler,0.5,<2 LPA,0,1,1,4,76.6,72.3,85.2,86.3,96.8,87.2,88.5,90.1,-4.15,1,0,4.88,5.38,0.5,0,44.4,0,1.5,2.8,54,10,2,0.1292,0
IND_2026_0191,Female,General,22.0,Day Scholar,14.6,5-8 LPA,2,0,0,3,79.3,79.2,77.0,72.5,66.5,72.9,74.4,71.9,3.95,5,1,7.64,6.99,-0.65,0,65.7,0,6.8,-1.5,47,9,1,0.1207,0
IND_2026_0192,Male,ST,17.5,Day Scholar,9.9,2-5 LPA,1,1,1,2,81.5,68.7,77.7,74.6,65.1,78.3,93.7,81.1,14.33,1,0,7.94,8.27,0.33,0,79.7,0,7.9,-6.6,87,5,2,0.0115,0
IND_2026_0193,Male,General,18.3,Day Scholar,4.9,2-5 LPA,1,1,1,1,67.5,61.4,69.8,73.0,70.1,63.5,69.2,67.4,-0.46,4,1,8.22,8.57,0.35,0,74.2,0,6.4,-3.5,74,7,4,0.0625,0
IND_2026_0194,Female,General,18.6,Day Scholar,11.1,<2 LPA,0,0,1,18,61.5,59.3,66.5,68.3,66.0,67.5,67.9,67.3,0.94,2,1,7.97,7.84,-0.13,0,74.8,0,6.1,0.0,44,8,3,0.1669,0
IND_2026_0195,Male,ST,19.6,Day Scholar,19.4,2-5 LPA,1,1,0,12,53.1,60.5,52.1,54.1,47.0,47.4,53.1,49.6,3.05,11,1,9.4,8.41,-0.99,2,75.5,0,6.2,0.0,102,14,4,0.8366,1
IND_2026_0196,Male,OBC,19.8,Hosteler,0.5,<2 LPA,0,1,0,31,65.0,81.1,88.1,61.6,77.3,67.0,65.9,69.1,-5.7,5,1,8.6,8.21,-0.39,0,72.6,0,6.3,-1.1,62,9,4,0.8529,1
IND_2026_0197,Female,SC,18.1,Day Scholar,8.3,<2 LPA,0,1,1,17,67.6,70.3,65.0,73.6,60.3,71.4,72.7,69.1,6.18,6,1,9.95,9.06,-0.89,0,82.9,0,7.6,-2.5,37,6,3,0.0447,0
IND_2026_0198,Female,OBC,18.8,Day Scholar,35.3,<2 LPA,0,0,1,0,84.9,82.6,84.2,76.2,82.5,78.7,84.6,82.0,1.05,1,0,9.95,10.0,0.05,0,89.4,0,7.2,0.1,38,5,4,0.0157,0
IND_2026_0199,Male,OBC,19.0,Day Scholar,18.6,>8 LPA,3,0,0,4,74.1,74.5,83.1,77.5,79.1,86.1,91.8,86.6,6.37,0,0,4.74,5.17,0.43,0,52.1,0,10.3,-1.8,66,10,4,0.172,0
IND_2026_0200,Male,General,23.3,Hosteler,0.5,2-5 LPA,1,1,1,3,75.7,72.5,74.1,68.5,71.6,75.0,72.6,73.2,0.48,5,1,4.12,3.67,-0.45,0,34.0,0,4.4,0.9,22,11,0,0.5634,1
IND_2026_0201,Female,General,22.4,Hosteler,0.5,2-5 LPA,1,1,0,31,56.5,63.5,69.1,70.3,71.6,68.4,67.1,68.7,-2.21,4,1,7.19,7.91,0.72,0,79.2,0,7.8,-0.5,33,7,0,0.4665,0
IND_2026_0202,Female,General,19.6,Day Scholar,9.5,2-5 LPA,1,0,0,3,65.2,61.4,73.3,67.7,64.4,57.1,62.2,61.0,-1.07,4,1,7.91,7.92,0.01,2,73.0,0,5.0,-1.5,34,13,6,0.603,1
IND_2026_0203,Male,General,19.6,Hosteler,0.5,>8 LPA,3,0,0,0,91.0,98.9,100.0,94.2,100.0,100.0,94.6,97.8,-2.71,1,0,7.09,6.85,-0.24,0,63.0,0,9.3,-3.4,52,4,5,0.0688,0
IND_2026_0204,Male,ST,18.6,Day Scholar,13.5,2-5 LPA,1,0,0,11,67.7,56.5,62.4,63.0,61.2,58.7,59.4,59.6,-0.9,11,1,8.19,7.01,-1.18,2,76.0,0,7.3,-1.3,33,9,3,0.8826,1
IND_2026_0205,Male,General,17.6,Hosteler,0.5,>8 LPA,3,0,0,3,81.7,93.4,90.9,87.6,98.7,87.3,80.7,87.5,-8.99,1,0,6.82,6.69,-0.13,0,55.4,0,7.8,3.0,23,8,1,0.3286,0
IND_2026_0206,Male,OBC,19.9,Day Scholar,8.7,2-5 LPA,1,0,0,30,57.8,57.0,66.1,61.6,62.1,67.2,61.2,63.5,-0.47,5,1,6.23,6.65,0.42,3,69.6,1,3.8,2.0,61,16,4,0.9463,1
IND_2026_0207,Male,SC,18.8,Day Scholar,3.9,<2 LPA,0,1,0,33,91.3,90.9,91.9,83.5,88.8,84.0,89.2,87.3,0.17,0,0,6.44,7.15,0.71,0,76.2,0,5.6,1.0,36,6,4,0.154,0
IND_2026_0208,Female,SC,20.0,Hosteler,0.5,2-5 LPA,1,1,1,4,49.3,46.9,54.2,52.6,53.0,52.5,54.6,53.5,0.79,11,1,6.92,7.11,0.19,2,71.4,0,9.0,-2.0,86,12,2,0.6617,1
IND_2026_0209,Male,OBC,18.0,Day Scholar,3.7,2-5 LPA,1,0,1,2,62.5,69.3,75.8,69.0,68.8,66.1,71.9,69.1,1.54,2,1,8.38,8.24,-0.14,0,76.6,0,5.3,-4.2,47,10,1,0.1099,0
IND_2026_0210,Male,OBC,19.1,Hosteler,0.5,5-8 LPA,2,1,0,6,89.3,87.9,92.4,74.6,90.5,85.0,88.2,87.7,-1.15,2,0,6.52,6.74,0.22,0,71.2,0,8.3,1.3,74,7,4,0.0963,0
IND_2026_0211,Female,EWS,20.3,Day Scholar,3.0,>8 LPA,3,0,1,8,54.0,59.8,69.0,69.9,64.5,66.6,60.9,63.8,-1.77,5,1,6.8,5.96,-0.84,3,55.0,0,3.7,1.8,46,14,3,0.9214,1
IND_2026_0212,Female,SC,20.6,Day Scholar,3.6,2-5 LPA,1,0,0,46,68.2,75.4,77.4,69.1,75.4,78.7,67.8,73.5,-3.79,5,1,8.0,8.12,0.12,0,73.6,0,9.0,-0.8,75,11,0,0.7555,1
